,GSE000000
10681,6.3174
10682,14.4703
10683,4.007
10686,6.4589
10687,8.9019
1069,11.6026
10690,2.1024
10691,9.0524
10692,9.0523
10693,6.6973
10694,14.1398
10695,9.0612
10699,3.8364
107,4.028
1070,10.1153
1071,6.7645
10712,10.4173
10713,13.46425
10714,11.2002
10715,4.9986
10716,2.2296
10717,8.9796
10718,1.3279
1072,13.7251
10720,10.5098
10721,8.9772
10723,8.7983
10724,13.0133
10725,12.7155
10726,11.0415
10728,11.6099
1073,7.116
10730,12.21325
10732,8.7434
10733,7.6044
10734,10.594
10735,10.1475
10736,4.2434
10737,5.8752
10738,1.3279
10739,4.5978
10740,1.3279
10741,8.1742
10742,8.2623
10743,5.80155
10744,12.0364
10745,8.3348
10746,9.48675
10747,4.8597
10748,6.275
10749,13.6232
1075,9.4488
10750,3.7373
10752,4.6679
10753,11.7696
10755,15.4231
10758,11.0281
10761,4.989
10762,10.1171
10763,8.68595
10765,10.95575
10766,11.0402
10767,6.78465
10768,11.7285
10769,9.5293
10771,9.078
10772,11.6398
10773,7.2315
10775,12.3742
10776,11.2741
10777,1.3279
10778,8.4619
10780,10.8037
10781,8.89465
10782,9.9427
10783,8.9908
10785,7.3121
10786,4.6405
10787,12.6368
10788,12.8443
10791,9.3186
10793,8.7294
10794,6.5677
10795,8.9638
10797,11.768
10798,3.1224
10799,10.6135
108,3.5921
1080,13.6134
10800,7.3611
10801,10.65405
10802,8.7588
10803,5.8138
10804,5.9342
10806,9.2921
10807,10.1068
10808,13.1373
10809,12.3903
1081,1.3279
10810,6.5325
10811,11.7425
10813,8.3179
10814,5.6592
10815,7.2657
10816,5.5343
10817,5.7514
10818,8.9249
10819,9.5241
1082,5.2766
10821,9.373
10824,1.3279
10825,3.4585
10826,10.2449
10827,8.4192
10838,8.7443
1084,11.55595
10840,11.2783
10841,2.1513
10842,1.3279
10844,9.6189
10845,11.2338
10846,1.3279
10847,6.4218
10848,12.2258
10849,10.1406
10850,5.6396
10855,8.7629
10856,11.2113
10857,14.0594
10858,2.48975
10859,8.3725
10861,5.28375
10863,7.974
10864,6.09215
10865,7.9759
10866,10.1225
10867,3.84335
10868,9.0769
10869,8.98735
1087,12.1747
10870,11.6085
10871,5.2317
10873,9.6105
10874,11.1872
10875,8.3588
10876,3.4314
10877,1.3279
10878,8.7914
10879,2.2799
1088,7.0246
10880,1.3279
10881,5.4713
10882,4.7989
10884,10.3142
10885,9.76265
10886,4.6132
10887,1.3279
10888,1.3279
1089,6.0685
10890,13.3212
10891,6.8811
10892,5.628
10893,4.9127
10894,3.1383
10895,1.3279
10896,1.3279
10897,12.8773
10898,10.9403
10899,14.9335
109,10.9562
10900,5.8004
10901,11.4188
10902,7.98605
10903,10.6915
10904,9.5623
10905,10.02575
10906,12.7695
10907,12.34105
10908,8.1973
10910,11.541
10911,7.3654
10912,10.59265
10913,7.2375
10914,11.8981
10915,10.0925
10916,9.2332
10917,11.4605
10919,9.1171
10920,8.71345
10921,12.2247
10922,14.5135
10923,11.4334
10924,10.0459
10926,7.68525
10927,10.09825
10928,11.78585
10929,11.7178
10930,4.4859
10933,14.7109
10935,12.3506
10936,6.2131
10938,12.621
10939,8.2163
10940,10.4334
10941,6.7825
10942,5.8393
10943,5.2291
10944,11.431
10945,12.9152
10946,12.4154
10947,9.8641
10948,11.9213
10949,10.6969
10950,12.7672
10951,11.1359
10952,14.9393
10953,10.528
10954,10.80525
10955,11.7801
10956,14.014
10957,12.8232
10959,14.8411
10960,12.7886
10961,11.34455
10962,7.5608
10963,9.1203
10964,6.4193
10966,10.0636
10969,14.9475
10970,13.0976
10971,13.02445
10972,14.2267
10973,10.8744
10974,13.4797
10975,16.0884
10978,8.8034
10979,7.9276
10980,13.1672
10981,10.4629
10982,10.6957
10983,15.1143
10984,9.111
10985,13.9206
10987,13.6463
10988,11.32805
10989,9.06995
10990,7.8365
10991,5.5573
10992,7.21795
10993,7.4018
10994,12.5045
10998,8.7482
10999,7.905
11000,6.9045
11001,12.2423
11004,11.8811
11005,7.0854
11006,7.3814
11007,10.728
11009,3.54
1101,5.7612
11010,6.2544
11011,10.5281
11012,9.9276
11013,7.1604
11014,13.5313
11015,12.1226
11016,1.3279
11017,10.8418
11018,8.0519
11019,8.8261
1102,9.0029
11020,9.4139
11021,12.2314
11022,6.9322
11023,3.2748
11024,8.1522
11025,8.48355
11026,5.4643
11027,1.3279
1103,10.0285
11030,8.3018
11031,9.8758
11033,11.9988
11034,15.6948
11035,7.97165
11037,8.1845
11039,10.705
1104,8.8395
11040,10.2411
11041,10.177
11043,8.3864
11044,10.7094
11045,5.957
11046,10.18435
11047,10.5419
1105,10.7512
11051,10.88945
11052,11.0669
11054,12.89535
11055,5.4381
11056,8.2912
11057,9.7336
11059,12.1642
1106,7.3045
11060,9.18965
11061,5.256
11062,7.8488
11063,3.7185
11064,8.0637
11065,12.8576
11066,9.9421
11067,10.2413
11068,11.6455
11069,4.5357
1107,10.8798
11070,7.3545
11072,8.3312
11073,10.2872
11074,14.1228
11075,10.4435
11076,8.6113
11077,1.3279
11078,8.0468
11079,12.7765
1108,11.3073
11080,7.5504
11081,1.3279
11082,6.2217
11083,9.41515
11085,1.3279
11086,2.8161
1109,6.69605
11091,12.6416
11092,7.7347
11093,7.166
11094,13.1626
11095,7.5019
11096,6.9483
11097,10.2341
11098,10.9003
11099,9.516
111,1.3279
11100,10.8893
11101,8.6246
11102,11.5004
11103,7.9753
11104,11.1769
11107,6.33
11108,9.8647
1111,8.8482
11112,11.0663
11113,8.32915
11116,10.8365
11117,13.7767
11118,11.29945
11119,9.2727
1112,8.7229
11120,10.01445
11122,3.297
11123,9.3412
11124,12.1311
11126,4.14685
11127,7.1636
11128,10.8623
11129,12.7143
1113,12.0912
11130,11.18035
11131,5.2827
11132,7.99065
11133,7.1316
11135,14.7435
11136,4.5638
11137,13.6858
11138,8.6773
1114,6.1641
11140,11.0697
11141,6.4799
11142,9.1344
11143,7.9802
11144,4.6631
11145,13.9844
11146,8.2024
11147,7.8232
11148,7.9974
11149,5.9506
11151,9.6549
11152,8.1951
11153,9.5917
11154,7.23565
11155,4.0552
11156,9.67615
11157,11.6926
11158,12.3319
11159,7.04225
1116,10.4234
11160,8.5429
11161,8.0009
11162,8.1742
11163,11.7774
11164,12.9799
11165,9.301
11166,3.1247
11167,12.6185
11168,10.36155
11169,9.5075
1117,5.3802
11170,6.8765
11171,14.5121
11172,1.3279
11173,6.73935
11174,1.3279
11176,9.533
11177,10.703
11178,1.3279
11179,11.1916
1118,4.5019
11180,7.91765
11181,4.535
11182,11.27065
11183,10.983
11184,7.0219
11185,6.5131
11186,8.05785
11187,14.5211
11188,10.0446
11189,4.0541
1119,11.7415
11190,7.48395
11193,10.2494
11194,7.5113
11196,11.8309
11197,3.7856
11198,8.269
11199,1.3279
112,10.2223
1120,9.7065
11200,8.92805
11201,8.7494
11202,8.1741
1121,8.5321
11211,7.2592
11212,12.455
11213,6.8589
11214,12.008
11215,10.86365
11216,7.5144
11217,5.5773
11218,10.8667
11219,8.1861
1122,9.8598
11221,7.4975
11222,12.689
11223,5.5755
11224,17.0615
11226,11.9646
11227,9.9201
11228,1.3279
1123,7.2563
11230,10.3452
11231,10.59475
11232,10.8864
11234,10.0994
11235,11.7958
11236,11.5166
11237,8.323
11238,7.9441
112398,9.7868
112399,9.1405
1124,6.2295
11240,6.85725
112401,1.3279
11243,10.7507
11244,10.163
11245,7.1663
112464,11.2607
11247,10.0625
112476,8.5139
112479,8.3515
11248,4.30165
112483,12.8262
112487,9.8585
11249,6.1183
112495,14.3589
11250,5.5229
11251,6.6503
11252,9.4246
11253,7.46485
11254,9.1375
11255,4.5405
11257,11.20655
112574,7.1867
11258,11.6991
11259,6.42675
112597,11.5361
11260,10.6382
112609,11.0712
11261,15.5768
112611,9.4924
112616,9.624
11262,9.1875
11264,9.34975
11266,11.8288
11267,12.5616
11269,9.4888
11270,9.1175
112703,9.2393
11272,8.0787
112724,8.7499
11273,11.8633
11274,8.3236
112744,5.9386
11275,8.0553
112752,12.0378
112755,4.3787
11276,7.3766
11277,11.1834
112770,9.25045
11278,9.35495
11279,6.2327
1128,9.1261
11280,1.3279
112802,6.9851
11281,9.0831
112812,11.46365
112817,1.3279
11283,10.0466
11284,10.3179
112840,8.54735
112849,7.5418
11285,8.9825
112858,8.4702
112869,10.1865
112885,5.5469
1129,5.1114
112936,10.5835
112937,3.2325
112939,11.2188
112942,10.5768
112950,10.2413
112970,8.0193
113,8.34
1130,8.2726
113000,12.138
113026,5.9067
11309,11.7249
113091,9.0748
1131,8.8882
11311,10.4561
113115,10.1114
11313,9.7653
113130,7.9656
11314,8.39795
113146,6.8912
11315,14.8649
11316,8.0728
11317,3.691
113174,9.8638
113177,6.2039
113178,8.3795
113179,12.3829
11318,5.6858
113189,5.641
11319,11.2524
1132,6.8352
11320,10.3744
113201,8.73415
11321,11.0721
11322,10.0887
113220,5.5822
113230,11.552
113235,9.0115
113246,14.7975
11325,11.6219
113251,9.2098
11326,9.9533
113263,9.1799
113277,6.8935
113278,9.7852
11328,7.70315
11329,8.7011
1133,4.3835
11330,5.186
11331,13.5203
11332,11.2793
11333,9.03535
11334,12.8944
11335,11.5037
11336,10.0431
11337,13.4273
11338,14.1363
11339,11.4062
1134,3.06605
11340,12.9123
113402,13.2534
11341,1.3279
113419,10.0572
11342,11.0283
11343,14.17455
11344,9.8934
113444,10.0098
11345,12.1324
113451,6.29385
113452,16.3799
113457,11.0092
11346,8.4927
1135,3.737
113510,7.6315
113540,6.615
1136,1.3279
113612,7.9792
113622,6.5638
113655,8.2774
113675,13.0859
113691,6.9979
1137,4.8468
113730,6.21125
113746,5.09005
113763,10.4103
113791,8.0927
1138,8.1667
113802,12.0192
113828,9.3404
113829,5.74945
113835,6.8404
113878,10.426
1139,9.2267
114,1.3279
1140,7.5883
114026,1.3279
114034,8.9415
114036,1.3279
114038,1.3279
114041,8.96645
114043,3.0761
114044,8.068
114049,13.1045
114088,1.3279
1141,4.5652
114112,7.9119
114131,6.2443
114132,4.6737
114134,4.4646
1142,7.0593
114224,9.9307
114294,9.7277
114299,1.3279
1143,2.8457
114327,4.582
114336,5.8612
1144,4.9979
1145,6.3481
114548,6.46935
114569,14.0653
114571,5.3051
1146,1.3279
114609,6.3417
114614,4.8396
114625,6.5898
114659,8.55785
1147,11.6672
114757,14.6426
114758,1.3279
114760,1.3279
114769,12.5835
114770,5.668
114771,3.1484
114780,1.3279
114781,6.5639
114783,10.4524
114784,1.3279
114785,9.584
114786,1.3279
114787,4.22755
114788,1.3279
114789,11.181
114790,11.5232
114791,7.8899
114792,7.2619
114793,8.88355
114794,5.0873
114795,1.3279
114796,6.426
114798,4.0235
114799,7.9873
114800,3.8549
114801,9.5604
114803,8.4719
114804,3.93515
114805,1.3279
114814,7.6655
114815,4.62385
114818,9.8661
114819,6.0205
114821,5.7749
114822,10.0953
114823,8.1115
114824,9.3683
114825,8.5353
114826,9.4716
114827,4.9091
114836,4.52675
114876,7.3589
114879,7.674
114880,6.4355
114881,12.4258
114882,7.28245
114883,10.1084
114884,10.0205
114885,9.5139
114897,6.4723
114898,4.8799
114899,7.71
1149,5.5986
114900,5.2835
114902,8.6351
114904,8.3298
114905,3.1516
114907,10.2565
114908,14.8893
114915,14.4573
114926,11.9558
114928,7.7523
114932,10.8335
114960,1.3279
114971,10.85685
114984,6.6892
114987,7.8649
114990,8.6549
114991,6.90155
115,10.2797
115004,8.914
115019,4.3595
115024,7.9474
115098,10.8394
115106,10.6399
115110,10.6194
115111,2.09015
115123,9.03525
115196,5.4207
1152,12.5072
115201,9.7296
115207,11.1669
115209,11.2571
115265,3.8392
115273,8.1836
115286,6.9847
115290,7.7939
115294,8.604
1153,10.89475
115330,6.1037
115350,5.70535
115352,3.90855
115353,7.2394
115361,10.1348
115362,9.0834
115399,9.5387
1154,10.8437
115416,12.4796
115426,9.1712
1155,10.01645
115509,8.5574
115548,9.44205
115557,4.1208
115560,6.6845
115572,6.0547
115584,6.1984
115650,7.028
115653,7.9271
115677,12.5288
115701,1.3279
115703,6.7189
115704,8.6224
115708,9.19835
115727,7.7111
115749,9.8877
115752,10.7636
115761,5.7182
115795,3.693
1158,7.858
115811,7.1041
115817,10.2228
115825,7.9745
115827,4.2435
115861,6.2109
115908,8.0839
115939,10.4574
115948,5.2966
115950,7.2667
115992,6.3784
116,3.629
1160,9.8379
116028,12.349
116039,7.8747
116064,9.5786
116068,5.2092
116071,11.1707
116085,3.5386
116092,12.8005
116093,13.7655
1161,7.2799
116113,12.98215
116115,17.9168
116123,1.3279
116135,2.8315
116138,8.9246
116143,10.27385
116150,9.8957
116151,9.3665
116154,3.2844
116159,5.038
116173,1.3279
116179,5.9723
116211,3.3104
116224,9.2198
116225,8.5056
116228,11.8597
116236,8.3444
116238,9.9432
116254,11.43015
116255,4.9398
116285,6.8424
1163,12.8843
116328,4.5192
116337,6.7701
116349,6.7533
116362,7.2499
116369,2.9509
116372,4.6785
116379,4.6641
1164,13.6775
116412,9.178
116437,2.94565
116441,6.2821
116442,4.7636
116443,8.8646
116444,5.1576
116447,13.0798
116448,6.5298
116449,1.3279
116461,7.5118
116496,9.3292
116511,4.5483
116512,3.0147
116519,4.6111
116534,6.5635
116535,7.74085
116540,13.08025
116541,12.5982
116729,4.1026
116828,8.5036
116832,9.2423
116835,6.279
116840,8.7971
116841,9.5726
116842,7.87715
116843,9.93955
116844,12.1714
116931,2.4967
116933,9.2022
116966,3.3099
116969,5.12405
116983,12.7043
116984,8.7217
116985,7.4113
116986,8.5991
116987,9.2122
116988,11.7632
117,6.6988
117143,9.7632
117144,1.3279
117145,9.8789
117153,8.1458
117154,1.3279
117155,9.6614
117156,10.1312
117157,5.5286
117159,1.3279
117166,6.9512
117177,8.9247
117178,7.74205
117194,1.3279
117195,4.4217
117196,3.524
117245,11.75105
117246,11.8096
117247,2.10975
117248,4.5891
117283,5.5156
117285,1.3279
117286,6.0744
117289,5.9868
1173,14.9774
1174,9.5149
1175,15.4042
117531,1.3279
117532,3.716
117579,4.0699
117581,6.1428
117583,4.7477
117584,11.7833
1176,13.6044
117608,8.7173
1178,9.8062
117852,6.3776
117854,6.5403
1179,15.873
118,7.2758
1180,8.0317
1181,7.9165
1182,9.5648
1183,4.8582
1184,8.7703
118421,1.3279
118424,9.1501
118425,1.3279
118426,9.3979
118427,4.861
118429,7.7696
118430,7.2642
118432,15.1927
118433,13.5625
118442,6.1303
118460,9.9749
118461,1.3279
118471,12.5195
118472,9.9423
118487,13.389
118490,9.16485
118491,6.1663
1185,6.8513
1186,7.8226
118611,2.6074
118663,10.4434
118670,1.3279
118672,8.3753
1187,5.2349
118738,7.1023
118788,6.0105
1188,4.9403
118812,7.35795
118813,14.1184
118856,4.5038
118881,12.8858
118924,8.3558
118932,9.7407
118980,8.8005
118987,12.5046
119,3.4869
119032,11.0051
1191,7.8654
119180,2.7588
1192,15.4425
1193,9.0583
119369,5.3845
119385,9.3111
119391,10.5994
119392,10.0943
119395,6.2154
119467,14.0137
1195,10.0941
119504,9.9548
119548,1.3279
119559,12.1361
119587,5.89335
1196,8.4842
119678,4.5124
119679,1.3279
119682,1.3279
119687,6.2963
119692,1.3279
119694,1.3279
119695,3.8363
119710,9.4277
119749,3.826
119764,4.5693
119765,1.3279
119772,4.5115
119774,7.6606
1198,12.6505
12,8.9251
120,13.285
1200,12.5408
120065,1.3279
120066,1.3279
120071,6.92945
1201,9.612
120103,9.30815
120114,7.28745
120146,1.3279
120224,13.2802
120227,11.8869
120237,3.9044
1203,10.0662
120376,9.5711
120379,7.6553
120400,12.4143
120406,8.72155
120425,6.97025
120526,8.3092
120534,10.2795
120586,4.3235
1207,13.8137
120775,5.0393
120776,4.8459
120787,1.3279
120793,5.3041
120796,1.3279
1208,7.421
120824,3.6195
120863,5.1626
120892,3.4399
1209,9.2232
120935,1.3279
120939,3.7508
121006,3.6949
121053,12.0675
1211,14.7428
121130,6.1706
1212,10.2761
121214,1.3279
121227,11.1258
121256,4.657
121260,9.32845
121268,9.5483
121273,2.19775
121274,8.61585
121275,4.5787
121278,2.337
1213,6.0228
121340,4.9157
121355,5.713
121364,6.822
121391,5.9449
121441,12.4905
121456,7.0041
121457,8.57815
1215,3.943
121504,5.7653
121506,10.1569
121512,9.4818
121536,10.4367
121549,1.3279
121551,6.6824
121599,2.9441
121601,5.2438
121642,11.6971
121643,1.3279
121665,9.1729
121793,5.25
121838,3.082
121952,4.4177
122011,10.034
122042,1.3279
122046,1.3279
122060,3.9652
122258,1.3279
122402,4.8469
122416,12.4644
122481,6.1851
122509,13.3853
122525,7.3461
122553,5.7824
122616,6.7629
122618,4.1854
122622,8.9263
122651,1.3279
122664,6.3365
122665,1.3279
122704,12.13605
122706,4.0387
122740,2.6012
122742,1.3279
122748,2.8783
122769,8.5354
122773,6.3343
122786,7.3397
122809,11.4637
122830,9.13595
122876,7.9243
122945,1.3279
122953,11.9408
122961,12.4579
122970,8.7193
123,10.20115
1230,8.614
123016,10.1792
123036,11.4959
123041,4.7891
123096,11.6787
123099,12.0716
123103,9.6886
123169,10.91365
1232,6.984
123207,10.5183
123228,7.5906
123263,9.5757
123264,7.8547
123283,7.6197
1233,3.5271
123346,1.3279
123355,7.6552
1234,10.5698
1235,11.9795
123591,2.9412
1236,9.6403
123606,11.0354
123624,4.5509
123688,8.61935
1237,1.3279
123720,10.9885
123722,5.6125
123745,1.3279
123775,1.3279
1238,5.0095
123803,11.5922
123811,13.1546
123872,1.3279
123876,1.3279
123879,10.9958
123904,7.4874
123920,10.3915
123970,6.4589
124,8.8787
1240,8.6227
124044,8.97555
124045,7.4479
124056,9.6205
124093,13.7179
1241,7.5315
124149,4.7804
124152,11.0726
124220,13.0621
124221,6.5519
124222,8.666
124245,9.86305
124274,1.3279
124359,4.0023
1244,4.66895
124401,11.926
124402,10.6985
124404,6.555
124411,7.8146
124446,11.2123
124454,9.1433
124460,6.4812
124491,9.5921
124512,9.093
124535,1.3279
124538,3.4167
124540,9.4785
124565,7.5067
124583,8.3126
124590,5.6449
124599,6.8765
124602,3.27105
124626,1.3279
124637,7.05155
124641,13.4225
124739,8.586
124751,15.9375
124773,1.3279
124783,6.3685
124790,10.9447
124801,11.09
124808,7.5299
124817,7.5619
124842,3.4911
124857,5.7825
124871,1.3279
124872,4.6659
124912,7.1607
124923,7.1282
124925,3.8191
124930,7.6693
124935,9.965
124936,7.9658
124944,11.5868
124961,8.7095
124975,8.736
124976,12.5934
124989,4.06765
124995,11.9111
124997,10.9891
125,5.245
125050,16.9976
125058,8.1065
125061,7.3678
125111,7.16295
125113,1.3279
125115,1.3279
125144,16.3372
125150,10.1726
125170,6.4128
125206,4.594
125228,8.0714
125336,1.3279
125476,8.8941
125488,7.6041
125704,1.3279
1258,7.70875
125875,7.0868
125893,10.6441
1259,4.6451
